x,y,label,lane,dose,seed
2.9502356,2.3319266,0,dpmm-contrastive,w=0,1
10.147873,1.7609794,4,dpmm-contrastive,w=0,1
3.1544266,0.44994852,0,dpmm-contrastive,w=0,1
3.3524783,1.3749185,0,dpmm-contrastive,w=0,1
1.4614551,-0.005293054,2,dpmm-contrastive,w=0,1
2.1982417,2.4867277,7,dpmm-contrastive,w=0,1
1.7522289,4.5398307,7,dpmm-contrastive,w=0,1
9.124025,4.1965027,5,dpmm-contrastive,w=0,1
9.506909,6.563142,1,dpmm-contrastive,w=0,1
10.019086,7.574887,1,dpmm-contrastive,w=0,1
0.21833858,3.6201947,8,dpmm-contrastive,w=0,1
2.3360963,5.070149,7,dpmm-contrastive,w=0,1
8.941328,4.6075163,5,dpmm-contrastive,w=0,1
-0.9069332,2.010434,6,dpmm-contrastive,w=0,1
10.927774,1.7967789,4,dpmm-contrastive,w=0,1
2.0493712,-1.8602122,9,dpmm-contrastive,w=0,1
0.9705837,0.42282143,2,dpmm-contrastive,w=0,1
1.2019707,0.37871575,2,dpmm-contrastive,w=0,1
-0.853187,2.924283,8,dpmm-contrastive,w=0,1
4.3051147,3.0177557,5,dpmm-contrastive,w=0,1
0.7316592,3.75801,8,dpmm-contrastive,w=0,1
2.9284089,2.1608255,0,dpmm-contrastive,w=0,1
3.3665147,4.485415,7,dpmm-contrastive,w=0,1
1.902303,-2.0836885,9,dpmm-contrastive,w=0,1
10.908091,1.4321826,4,dpmm-contrastive,w=0,1
-0.34030157,3.1002512,2,dpmm-contrastive,w=0,1
2.2191017,4.0164113,7,dpmm-contrastive,w=0,1
10.079474,1.8253682,4,dpmm-contrastive,w=0,1
9.214491,4.90326,5,dpmm-contrastive,w=0,1
4.253539,3.1463513,7,dpmm-contrastive,w=0,1
3.60267,3.0365908,7,dpmm-contrastive,w=0,1
1.8466443,4.5301113,7,dpmm-contrastive,w=0,1
3.0251677,0.5481651,0,dpmm-contrastive,w=0,1
3.2266703,0.6233972,0,dpmm-contrastive,w=0,1
0.7108841,1.5254575,0,dpmm-contrastive,w=0,1
-0.05993968,3.079015,2,dpmm-contrastive,w=0,1
1.1064681,2.9850698,8,dpmm-contrastive,w=0,1
1.5414162,-1.4688033,9,dpmm-contrastive,w=0,1
9.297594,5.1476593,5,dpmm-contrastive,w=0,1
10.951543,1.1614364,4,dpmm-contrastive,w=0,1
3.5427535,2.5474393,7,dpmm-contrastive,w=0,1
0.008744968,-0.7193513,6,dpmm-contrastive,w=0,1
0.13254547,-0.40764955,2,dpmm-contrastive,w=0,1
2.390548,1.9719864,0,dpmm-contrastive,w=0,1
9.076983,4.828919,5,dpmm-contrastive,w=0,1
-0.14122805,3.0212486,2,dpmm-contrastive,w=0,1
1.7180759,1.292294,0,dpmm-contrastive,w=0,1
0.2705278,0.08978432,6,dpmm-contrastive,w=0,1
2.8847432,0.37660772,0,dpmm-contrastive,w=0,1
10.84501,2.293344,4,dpmm-contrastive,w=0,1
1.1907483,-1.0515062,6,dpmm-contrastive,w=0,1
10.0627,1.8598025,5,dpmm-contrastive,w=0,1
4.1701684,2.344511,5,dpmm-contrastive,w=0,1
9.965324,1.834878,5,dpmm-contrastive,w=0,1
2.7227304,3.3951013,7,dpmm-contrastive,w=0,1
1.6304904,-0.94616324,6,dpmm-contrastive,w=0,1
0.3732669,-1.3916032,6,dpmm-contrastive,w=0,1
11.457691,0.96752363,4,dpmm-contrastive,w=0,1
11.0262785,1.0253297,4,dpmm-contrastive,w=0,1
2.0394638,2.3254564,0,dpmm-contrastive,w=0,1
0.34444124,0.66990066,6,dpmm-contrastive,w=0,1
0.9457619,0.34158367,2,dpmm-contrastive,w=0,1
10.796619,2.3111908,4,dpmm-contrastive,w=0,1
1.9848955,3.1227026,0,dpmm-contrastive,w=0,1
11.039695,1.0013218,4,dpmm-contrastive,w=0,1
3.3675091,3.7850146,7,dpmm-contrastive,w=0,1
3.6485236,2.4884195,0,dpmm-contrastive,w=0,1
0.3013009,-1.529141,6,dpmm-contrastive,w=0,1
3.8604302,2.5248022,0,dpmm-contrastive,w=0,1
9.115115,3.9378562,4,dpmm-contrastive,w=0,1
1.6380538,-1.3630606,9,dpmm-contrastive,w=0,1
1.5867379,3.398888,8,dpmm-contrastive,w=0,1
2.9974217,3.766235,7,dpmm-contrastive,w=0,1
9.878032,7.472185,1,dpmm-contrastive,w=0,1
9.346597,5.6388288,1,dpmm-contrastive,w=0,1
2.5338154,2.3767717,0,dpmm-contrastive,w=0,1
1.8404595,-1.776792,9,dpmm-contrastive,w=0,1
1.3716934,-1.4748929,9,dpmm-contrastive,w=0,1
9.205755,4.990149,5,dpmm-contrastive,w=0,1
