x,y,label,lane,dose,seed
8.218345,12.162786,0,dpmm-contrastive,w=1,1
-2.0214012,10.152862,4,dpmm-contrastive,w=1,1
6.7426596,11.865164,0,dpmm-contrastive,w=1,1
9.40604,11.600245,0,dpmm-contrastive,w=1,1
8.077856,13.179595,2,dpmm-contrastive,w=1,1
10.903238,11.963926,7,dpmm-contrastive,w=1,1
13.252819,12.665085,7,dpmm-contrastive,w=1,1
1.5602697,10.970394,5,dpmm-contrastive,w=1,1
8.181719,-1.0650693,1,dpmm-contrastive,w=1,1
8.586299,-1.4707639,1,dpmm-contrastive,w=1,1
12.350446,11.300581,8,dpmm-contrastive,w=1,1
13.41067,13.735937,7,dpmm-contrastive,w=1,1
3.1322803,11.379701,5,dpmm-contrastive,w=1,1
6.545398,14.028399,6,dpmm-contrastive,w=1,1
-2.4695902,9.694296,4,dpmm-contrastive,w=1,1
3.614025,12.480867,9,dpmm-contrastive,w=1,1
8.001421,13.26299,2,dpmm-contrastive,w=1,1
8.686551,13.731248,2,dpmm-contrastive,w=1,1
12.111584,10.861805,8,dpmm-contrastive,w=1,1
10.07535,12.665221,5,dpmm-contrastive,w=1,1
12.670244,11.7422085,8,dpmm-contrastive,w=1,1
10.069591,11.400664,0,dpmm-contrastive,w=1,1
12.961904,14.124375,7,dpmm-contrastive,w=1,1
3.3779745,12.604511,9,dpmm-contrastive,w=1,1
-2.7238386,9.125267,4,dpmm-contrastive,w=1,1
11.832234,10.987274,2,dpmm-contrastive,w=1,1
11.118935,12.875037,7,dpmm-contrastive,w=1,1
-2.19489,9.995024,4,dpmm-contrastive,w=1,1
3.4948814,11.281995,5,dpmm-contrastive,w=1,1
10.366471,12.799535,7,dpmm-contrastive,w=1,1
10.871871,12.855535,7,dpmm-contrastive,w=1,1
12.404713,13.029019,7,dpmm-contrastive,w=1,1
5.994277,11.594172,0,dpmm-contrastive,w=1,1
9.338324,11.459676,0,dpmm-contrastive,w=1,1
10.62643,11.073685,0,dpmm-contrastive,w=1,1
8.806765,13.66703,2,dpmm-contrastive,w=1,1
10.522899,11.268505,8,dpmm-contrastive,w=1,1
4.633569,12.634654,9,dpmm-contrastive,w=1,1
3.063836,11.359138,5,dpmm-contrastive,w=1,1
-2.8571935,8.736489,4,dpmm-contrastive,w=1,1
10.484323,12.770226,7,dpmm-contrastive,w=1,1
5.8480372,14.091819,6,dpmm-contrastive,w=1,1
7.365664,13.851045,2,dpmm-contrastive,w=1,1
10.23597,11.507028,0,dpmm-contrastive,w=1,1
1.7743266,11.098226,5,dpmm-contrastive,w=1,1
11.805124,11.080308,2,dpmm-contrastive,w=1,1
10.763096,11.885555,0,dpmm-contrastive,w=1,1
6.9261637,13.997859,6,dpmm-contrastive,w=1,1
6.8302503,11.799213,0,dpmm-contrastive,w=1,1
-2.0744562,10.1750345,4,dpmm-contrastive,w=1,1
5.159161,12.365612,6,dpmm-contrastive,w=1,1
-0.76887894,10.664906,5,dpmm-contrastive,w=1,1
8.752213,12.454561,5,dpmm-contrastive,w=1,1
-1.9986334,10.21239,5,dpmm-contrastive,w=1,1
12.469143,13.953496,7,dpmm-contrastive,w=1,1
6.6222067,11.836502,6,dpmm-contrastive,w=1,1
5.8145895,14.015829,6,dpmm-contrastive,w=1,1
-2.91419,8.2399025,4,dpmm-contrastive,w=1,1
-2.8509047,8.315406,4,dpmm-contrastive,w=1,1
10.788044,11.820209,0,dpmm-contrastive,w=1,1
7.123153,13.810923,6,dpmm-contrastive,w=1,1
8.550942,13.807125,2,dpmm-contrastive,w=1,1
-2.0613499,10.110832,4,dpmm-contrastive,w=1,1
11.8976965,12.724772,0,dpmm-contrastive,w=1,1
-2.8324482,8.396218,4,dpmm-contrastive,w=1,1
11.873748,13.671496,7,dpmm-contrastive,w=1,1
9.333882,11.878693,0,dpmm-contrastive,w=1,1
